index,Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score,Sets_Played,Tie_Breaks
59060,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Wu Y.,Moutet C.,62,114,6-4 5-7 6-2 4-6 7-5 ,5,0
59061,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,Watanuki Y.,Watanuki Y.,59,138,3-6 3-6 2-6   ,3,0
59062,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Ivashka I.,Van De Zandschulp B.,34,73,6-3 3-6 7-5 6-3  ,4,0
59063,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Etcheverry T.,Etcheverry T.,83,79,6-3 3-6 4-6 4-6  ,4,0
59064,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Edmund K.,Sinner J.,16,581,6-4 6-0 6-2   ,3,0
59065,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Cerundolo F.,Cerundolo F.,181,29,4-6 4-6 3-6   ,3,0
59066,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Otte O.,Shang J.,194,74,6-2 6-4 6-7 7-5  ,4,1
59067,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Hurkacz H.,Hurkacz H.,60,11,6-7 2-6 2-6   ,3,1
59068,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Garin C.,Korda S.,31,87,6-4 1-6 6-3 6-2  ,4,0
59069,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Ymer M.,Nishioka Y.,Nishioka Y.,69,33,4-6 2-6 5-7   ,3,0
59070,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Lajovic D.,Shapovalov D.,22,86,6-4 4-6 6-4 6-1  ,4,0
59071,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kotov P.,Griekspoor T.,Griekspoor T.,117,63,3-6 6-7 3-6   ,3,1
59072,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Nakashima B.,Mcdonald M.,65,49,7-6 7-6 1-6 6-7 6-4 ,5,3
59073,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zapata Miralles B.,Khachanov K.,Khachanov K.,72,20,6-7 2-6 0-6   ,3,1
59074,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Altmaier D.,Tiafoe F.,17,92,6-3 6-3 6-7 7-6  ,4,2
59075,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Draper J.,Nadal R.,Nadal R.,38,2,5-7 6-2 4-6 1-6  ,4,0
59076,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Daniel T.,Escobedo E.,Daniel T.,94,313,7-5 6-2 3-6 6-3  ,4,0
59077,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Sonego L.,Sonego L.,111,47,6-7 3-6 7-6 1-6  ,4,2
59078,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Coric B.,Lehecka J.,71,23,6-3 6-3 6-3   ,3,0
59079,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Kubler J.,Kubler J.,44,84,4-6 4-6 4-6   ,3,0
59080,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Svrcina D.,Munar J.,Svrcina D.,216,64,6-3 6-2 6-2   ,3,0
59081,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Huesler M.A.,Millman J.,Millman J.,51,140,7-6 5-7 7-6 2-6 3-6 ,5,2
59082,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Kwon S.W.,Eubanks C.,116,52,6-3 6-7 6-3 4-6 6-4 ,5,1
59083,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Coria F.,Fucsovics M.,Fucsovics M.,76,78,6-4 5-7 6-2 6-7 2-6 ,5,1
59084,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Molcan A.,Wawrinka S.,Molcan A.,53,139,6-7 6-3 1-6 7-6 6-4 ,5,2
59085,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Hanfmann Y.,Hijikata R.,Hijikata R.,128,169,6-4 6-4 3-6 6-7 3-6 ,5,1
59086,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Van Assche L.,Norrie C.,12,143,7-6 6-0 6-3   ,3,1
59087,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Auger-Aliassime F.,Auger-Aliassime F.,99,7,6-1 6-7 6-7 3-6  ,4,2
59088,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Halys Q.,Tsitsipas S.,4,61,6-3 6-4 7-6   ,3,1
59089,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Lestienne C.,Lestienne C.,77,55,3-6 6-7 3-6   ,3,1
59090,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Musetti L.,Harris L.,186,19,6-4 6-1 6-7 2-6 7-6 ,5,2
59091,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Medvedev D.,Medvedev D.,56,8,0-6 1-6 2-6   ,3,0
59092,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Thiem D.,Rublev A.,6,98,6-3 6-4 6-2   ,3,0
59093,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Bagnis F.,Evans D.,Evans D.,91,30,4-6 6-4 4-6 4-6  ,4,0
59094,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Bonzi B.,Bellucci M.,Bonzi B.,48,152,4-6 6-3 7-6 6-4  ,4,1
59095,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Karatsev A.,Dimitrov G.,Dimitrov G.,82,28,6-7 5-7 2-6   ,3,1
59096,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Djere L.,Bergs Z.,Djere L.,68,130,6-4 1-6 6-4 6-1  ,4,0
59097,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Krutykh O.,Schwartzman D.,Schwartzman D.,188,26,4-6 7-6 3-6 6-7  ,4,2
59098,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Jarry N.,Kecmanovic M.,Jarry N.,154,27,6-3 6-4 7-6   ,3,1
59099,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Davidovich Fokina A.,Davidovich Fokina A.,36,32,0-6 7-6 6-3 4-6 3-6 ,5,1
59100,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Cachin P.,Carreno Busta P.,15,58,7-6 6-1 7-6   ,3,2
59101,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Wolf J.J.,Wolf J.J.,88,67,3-6 6-3 4-6 5-7  ,4,0
59102,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Basilashvili N.,Fritz T.,9,90,6-4 6-2 4-6 7-5  ,4,0
59103,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Rune H.,Rune H.,54,10,2-6 3-6 4-6   ,3,0
59104,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Shelton B.,Zhang Zh.,Shelton B.,89,96,4-6 6-3 6-2 2-6 7-6 ,5,1
59105,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Murray A.,Murray A.,14,66,3-6 3-6 6-4 7-6 6-7 ,5,2
59106,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Varillas J. P.,Zverev A.,13,103,4-6 6-1 5-7 7-6 6-4 ,5,1
59107,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Paul T.,Paul T.,167,35,1-6 6-7 2-6   ,3,1
59108,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Brooksby J.,O Connell C.,Brooksby J.,39,80,3-6 6-2 6-3 6-2  ,4,0
59109,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hsu Y.,De Minaur A.,De Minaur A.,209,24,2-6 2-6 3-6   ,3,0
59110,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Tseng C. H.,Popyrin A.,113,115,4-6 7-6 6-7 7-6 6-1 ,5,3
59111,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Ruud C.,Ruud C.,110,3,3-6 6-7 7-6 3-6  ,4,2
59112,Australian Open,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Carballes Baena R.,Djokovic N.,5,75,6-3 6-4 6-0   ,3,0
59113,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Purcell M.,Ruusuvuori E.,Ruusuvuori E.,205,46,6-4 3-6 4-6 6-7  ,4,1
59114,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Gasquet R.,Humbert U.,106,42,6-3 6-4 6-3   ,3,0
59115,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Safiullin R.,Kudla D.,Kudla D.,97,108,6-3 5-7 6-7 3-6  ,4,1
59116,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Lokoli L.,Mmoh M.,107,175,7-6 6-4 6-2   ,3,1
59117,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Mannarino A.,Mannarino A.,43,45,7-6 6-7 2-6 2-6  ,4,2
59118,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Holt B.,Vukic A.,Holt B.,215,146,6-4 1-6 6-3 3-6 6-3 ,5,0
59119,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Bautista Agut R.,Bautista Agut R.,81,25,3-6 2-6 2-6   ,3,0
59120,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Couacaud E.,Dellien H.,Couacaud E.,191,131,6-4 7-5 6-0   ,3,0
59121,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Cressy M.,Cressy M.,37,41,6-7 5-7 6-3 3-6  ,4,1
59122,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Fognini F.,Kokkinakis T.,159,57,6-1 6-2 6-2   ,3,0
59123,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Sinner J.,Sinner J.,79,16,3-6 2-6 2-6   ,3,0
59124,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Molcan A.,Auger-Aliassime F.,7,53,3-6 3-6 6-3 6-2 6-2 ,5,0
59125,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Mcdonald M.,Mcdonald M.,2,65,4-6 4-6 5-7   ,3,0
59126,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Shang J.,Tiafoe F.,17,194,6-4 6-4 6-1   ,3,0
59127,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Harris L.,Fucsovics M.,Fucsovics M.,186,78,2-6 3-6 7-5 4-6  ,4,0
59128,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Kubler J.,Khachanov K.,20,84,6-4 5-7 6-4 6-2  ,4,0
59129,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Millman J.,Medvedev D.,Medvedev D.,140,8,5-7 2-6 2-6   ,3,0
59130,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Svrcina D.,Nishioka Y.,33,216,6-3 6-4 6-2   ,3,0
59131,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Cerundolo F.,Cerundolo F.,62,29,6-3 4-6 2-6 5-7  ,4,0
59132,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Daniel T.,Shapovalov D.,22,94,6-3 7-6 7-5   ,3,1
59133,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Sonego L.,Hurkacz H.,Hurkacz H.,47,11,6-3 6-7 6-2 3-6 3-6 ,5,1
59134,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Hijikata R.,Tsitsipas S.,4,169,6-3 6-0 6-2   ,3,0
59135,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Watanuki Y.,Korda S.,Korda S.,138,31,2-6 5-7 4-6   ,3,0
59136,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Griekspoor T.,Van De Zandschulp B.,Griekspoor T.,63,34,6-4 6-4 6-4   ,3,0
59137,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Eubanks C.,Lehecka J.,Lehecka J.,116,71,4-6 4-6 6-3 3-6  ,4,0
59138,Australian Open,2023-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Lestienne C.,Norrie C.,12,55,6-3 3-6 7-6 6-3  ,4,1
59139,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Davidovich Fokina A.,Paul T.,Paul T.,32,35,2-6 6-2 7-6 3-6 4-6 ,5,1
59140,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Brooksby J.,Ruud C.,Brooksby J.,39,3,6-3 7-5 6-7 6-2  ,4,1
59141,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Ruusuvuori E.,Rublev A.,Rublev A.,46,6,2-6 4-6 7-6 3-6  ,4,1
59142,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,Jarry N.,Shelton B.,89,154,7-6 7-6 7-5   ,3,2
59143,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Wolf J.J.,Wolf J.J.,26,67,1-6 4-6 4-6   ,3,0
59144,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Fritz T.,Popyrin A.,113,9,6-7 7-6 6-4 6-7 6-2 ,5,3
59145,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kudla D.,Humbert U.,Humbert U.,108,106,2-6 7-6 2-6 4-6  ,4,1
59146,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Mmoh M.,Zverev A.,Mmoh M.,107,13,6-7 6-4 6-3 6-2  ,4,1
59147,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Djere L.,Dimitrov G.,Dimitrov G.,68,28,3-6 2-6 0-6   ,3,0
59148,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Rune H.,Cressy M.,Rune H.,10,41,7-5 6-4 6-4   ,3,0
59149,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Holt B.,Bautista Agut R.,Bautista Agut R.,215,25,6-4 6-2 3-6 2-6 2-6 ,5,0
59150,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Bonzi B.,Carreno Busta P.,Bonzi B.,48,15,4-6 4-6 7-6 6-1 7-6 ,5,2
59151,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,De Minaur A.,De Minaur A.,45,24,6-7 6-4 4-6 1-6  ,4,1
59152,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Couacaud E.,Djokovic N.,5,191,6-1 6-7 6-2 6-0  ,4,1
59153,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kokkinakis T.,Murray A.,Murray A.,159,66,6-4 7-6 6-7 3-6 5-7 ,5,2
59154,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Fucsovics M.,Sinner J.,16,78,4-6 4-6 6-1 6-2 6-0 ,5,0
59155,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Griekspoor T.,Tsitsipas S.,Tsitsipas S.,63,4,2-6 6-7 3-6   ,3,1
59156,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Nishioka Y.,Mcdonald M.,Nishioka Y.,33,65,7-6 6-3 6-2   ,3,1
59157,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Cerundolo F.,Auger-Aliassime F.,Auger-Aliassime F.,29,7,1-6 6-3 1-6 4-6  ,4,0
59158,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Lehecka J.,Norrie C.,Lehecka J.,71,12,6-7 6-3 3-6 6-1 6-4 ,5,1
59159,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Shapovalov D.,Hurkacz H.,Hurkacz H.,22,11,6-7 4-6 6-1 6-4 3-6 ,5,1
59160,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Tiafoe F.,Khachanov K.,20,17,6-3 6-4 3-6 7-6  ,4,1
59161,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Korda S.,Korda S.,8,31,6-7 3-6 6-7   ,3,2
59162,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Evans D.,Rublev A.,6,30,6-4 6-2 6-3   ,3,0
59163,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Humbert U.,Rune H.,Rune H.,106,10,4-6 2-6 6-7   ,3,1
59164,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Bonzi B.,De Minaur A.,24,48,7-6 6-2 6-1   ,3,1
59165,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Brooksby J.,Paul T.,Paul T.,39,35,1-6 4-6 3-6   ,3,0
59166,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Wolf J.J.,Mmoh M.,Wolf J.J.,67,107,6-4 6-1 6-2   ,3,0
59167,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Popyrin A.,Shelton B.,Shelton B.,113,89,3-6 6-7 4-6   ,3,1
59168,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista Agut R.,Murray A.,Bautista Agut R.,25,66,6-1 6-7 6-3 6-4  ,4,1
59169,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Djokovic N.,Djokovic N.,28,5,6-7 3-6 4-6   ,3,1
59170,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Korda S.,Hurkacz H.,Korda S.,31,11,3-6 6-3 6-2 1-6 7-6 ,5,1
59171,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Nishioka Y.,Khachanov K.,Khachanov K.,33,20,0-6 0-6 6-7   ,3,1
59172,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Lehecka J.,Auger-Aliassime F.,Lehecka J.,71,7,4-6 6-3 7-6 7-6  ,4,2
59173,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Tsitsipas S.,Tsitsipas S.,16,4,4-6 4-6 6-3 6-4 3-6 ,5,0
59174,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Shelton B.,Wolf J.J.,Shelton B.,89,67,6-7 6-2 6-7 7-6 6-2 ,5,3
59175,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Rune H.,Rublev A.,Rublev A.,10,6,3-6 6-3 3-6 6-4 6-7 ,5,1
59176,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Paul T.,Bautista Agut R.,Paul T.,35,25,6-2 4-6 6-2 7-5  ,4,0
59177,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Djokovic N.,Djokovic N.,24,5,2-6 1-6 2-6   ,3,0
59178,Australian Open,2023-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsitsipas S.,Lehecka J.,Tsitsipas S.,4,71,6-3 7-6 6-4   ,3,1
59179,Australian Open,2023-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Shelton B.,Paul T.,Paul T.,89,35,6-7 3-6 7-5 4-6  ,4,1
59180,Australian Open,2023-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Rublev A.,Djokovic N.,5,6,6-1 6-2 6-4   ,3,0
59181,Australian Open,2023-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Khachanov K.,Tsitsipas S.,Tsitsipas S.,20,4,6-7 4-6 7-6 3-6  ,4,2
59182,Australian Open,2023-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Paul T.,Djokovic N.,5,35,7-5 6-1 6-2   ,3,0
59183,Australian Open,2023-01-29,Grand Slam,Outdoor,Hard,The Final,5,Tsitsipas S.,Djokovic N.,Djokovic N.,4,5,3-6 6-7 6-7   ,3,2
59506,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Zapata Miralles B.,Humbert U.,77,42,6-2 7-6    ,2,1
59507,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Kovacevic A.,Giron M.,Giron M.,107,73,3-6 5-7    ,2,0
59508,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,Safiullin R.,Ivashka I.,85,113,6-4 6-2    ,2,0
59509,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,Otte O.,Otte O.,54,82,3-6 5-7    ,2,0
59510,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Kubler J.,Sonego L.,Kubler J.,75,60,6-4 7-6    ,2,1
59511,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Nakashima B.,Nakashima B.,39,48,6-7 3-6    ,2,1
59512,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Cachin P.,Basilashvili N.,Cachin P.,66,118,7-5 6-3    ,2,0
59513,BNP Paribas Open,2023-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Daniel T.,Daniel T.,79,103,1-6 5-7    ,2,0
